transaction_id,user_id,product_id,transaction_date,discount_percent,price_after_discount,purchased
T002834,U01482,P0028,2025-05-10 07:57:28.474813,10,162.69,0
T002835,U00918,P0059,2025-06-16 07:57:28.474814,10,231.97,0
T002836,U00157,P0086,2025-04-26 07:57:28.474817,30,179.0,1
T002837,U01855,P0021,2025-07-02 07:57:28.474819,30,44.12,0
T002838,U01353,P0042,2025-05-05 07:57:28.474821,30,64.39,1
T002839,U01597,P0081,2025-06-15 07:57:28.474824,0,271.03,1
T002840,U00576,P0069,2025-06-05 07:57:28.474826,15,164.84,1
T002841,U00837,P0082,2025-04-14 07:57:28.474828,0,202.34,0
T002842,U00680,P0017,2025-05-07 07:57:28.474831,30,79.19,0
T002843,U00203,P0068,2025-06-09 07:57:28.474833,30,324.9,0
T002844,U01665,P0007,2025-06-05 07:57:28.474835,10,233.1,1
T002845,U01781,P0089,2025-04-25 07:57:28.474837,15,115.16,1
T002846,U01130,P0040,2025-04-15 07:57:28.474840,15,28.41,1
T002847,U01857,P0040,2025-05-16 07:57:28.474844,25,25.06,1
T002848,U01146,P0043,2025-06-29 07:57:28.474848,20,79.03,1
T002849,U00318,P0073,2025-06-21 07:57:28.474851,5,11.26,0
T002850,U01206,P0083,2025-04-26 07:57:28.474855,20,122.22,1
T002851,U01639,P0051,2025-06-13 07:57:28.474859,20,192.16,0
T002852,U01340,P0073,2025-06-17 07:57:28.474863,30,8.3,0
T002853,U01838,P0023,2025-05-02 07:57:28.474866,10,156.08,1
T002854,U01797,P0095,2025-07-04 07:57:28.474869,25,300.58,0
T002855,U01649,P0032,2025-06-07 07:57:28.474871,5,23.6,1
T002856,U00406,P0031,2025-06-28 07:57:28.474873,30,157.39,1
T002857,U00986,P0017,2025-05-09 07:57:28.474875,30,79.19,1
T002858,U00949,P0058,2025-06-17 07:57:28.474878,20,67.99,0
T002859,U01094,P0086,2025-06-29 07:57:28.474880,20,204.57,0
T002860,U01184,P0035,2025-06-26 07:57:28.474882,15,258.97,1
T002861,U01264,P0030,2025-06-03 07:57:28.474884,10,126.26,1
T002862,U01547,P0064,2025-04-16 07:57:28.474886,20,208.78,1
T002863,U01162,P0053,2025-05-13 07:57:28.474889,5,402.0,1
T002864,U00495,P0051,2025-05-18 07:57:28.474891,0,240.2,1
T002865,U00679,P0037,2025-06-11 07:57:28.474893,30,209.48,1
T002866,U01271,P0090,2025-06-30 07:57:28.474895,0,68.97,0
T002867,U01890,P0006,2025-04-30 07:57:28.474897,10,194.17,0
T002868,U01567,P0034,2025-05-07 07:57:28.474900,0,314.69,1
T002869,U01548,P0056,2025-05-19 07:57:28.474902,15,353.55,1
T002870,U01267,P0096,2025-04-15 07:57:28.474904,15,72.67,0
T002871,U01644,P0025,2025-06-23 07:57:28.474906,5,240.64,1
T002872,U01360,P0013,2025-05-11 07:57:28.474908,25,308.23,1
T002873,U01446,P0063,2025-04-19 07:57:28.474911,10,394.96,1
T002874,U00835,P0066,2025-05-04 07:57:28.474913,10,80.42,0
T002875,U00194,P0005,2025-04-13 07:57:28.474917,30,224.1,1
T002876,U00308,P0075,2025-05-27 07:57:28.474921,0,302.29,1
T002877,U01669,P0011,2025-06-08 07:57:28.474925,20,80.66,1
T002878,U01931,P0088,2025-06-17 07:57:28.474929,20,183.76,1
T002879,U00506,P0078,2025-05-27 07:57:28.474933,25,98.26,1
T002880,U00281,P0094,2025-05-25 07:57:28.474936,30,26.1,1
T002881,U01827,P0044,2025-06-06 07:57:28.474938,20,271.4,1
T002882,U00675,P0099,2025-06-24 07:57:28.474941,25,53.98,1
T002883,U01814,P0085,2025-05-05 07:57:28.474943,30,161.83,1
T002884,U00933,P0069,2025-05-04 07:57:28.474945,5,184.23,0
T002885,U01463,P0002,2025-05-24 07:57:28.474947,10,271.81,1
T002886,U00715,P0040,2025-05-16 07:57:28.474958,0,33.42,0
T002887,U00608,P0037,2025-04-23 07:57:28.474961,5,284.29,1
T002888,U00483,P0049,2025-04-23 07:57:28.474963,15,418.44,1
T002889,U01247,P0098,2025-06-01 07:57:28.474966,15,149.55,1
T002890,U01773,P0075,2025-04-24 07:57:28.474968,15,256.95,1
T002891,U00117,P0036,2025-06-16 07:57:28.474970,25,208.17,1
T002892,U00968,P0075,2025-05-17 07:57:28.474972,25,226.72,1
T002893,U00192,P0073,2025-05-18 07:57:28.474975,30,8.3,1
T002894,U00788,P0070,2025-05-23 07:57:28.474977,10,115.54,1
T002895,U00618,P0034,2025-05-19 07:57:28.474979,15,267.49,0
T002896,U00516,P0058,2025-05-26 07:57:28.474981,25,63.74,1
T002897,U01554,P0037,2025-06-07 07:57:28.474984,30,209.48,1
T002898,U00307,P0096,2025-05-17 07:57:28.474986,25,64.12,1
T002899,U01988,P0060,2025-07-02 07:57:28.474988,20,169.98,1
T002900,U00532,P0012,2025-04-16 07:57:28.474990,25,240.62,0
T002901,U00122,P0032,2025-06-26 07:57:28.474993,15,21.11,1
T002902,U00649,P0081,2025-04-26 07:57:28.474995,5,257.48,1
T002903,U00592,P0004,2025-06-14 07:57:28.474997,15,79.42,0
T002904,U01178,P0033,2025-06-29 07:57:28.474999,30,271.33,1
T002905,U00870,P0043,2025-06-29 07:57:28.475002,30,69.15,1
T002906,U01561,P0009,2025-04-13 07:57:28.475004,30,293.11,0
T002907,U01476,P0098,2025-06-13 07:57:28.475006,20,140.75,1
T002908,U01193,P0051,2025-04-15 07:57:28.475008,15,204.17,1
T002909,U00059,P0094,2025-06-14 07:57:28.475010,0,37.28,1
T002910,U00301,P0020,2025-05-04 07:57:28.475013,20,226.31,0
T002911,U00553,P0039,2025-05-24 07:57:28.475016,10,12.78,0
T002912,U01574,P0023,2025-06-11 07:57:28.475018,15,147.41,1
T002913,U01141,P0041,2025-04-12 07:57:28.475020,25,77.87,1
T002914,U01811,P0044,2025-05-22 07:57:28.475023,5,322.29,1
T002915,U01806,P0035,2025-05-01 07:57:28.475025,15,258.97,1
T002916,U01151,P0023,2025-07-03 07:57:28.475027,5,164.75,1
T002917,U01429,P0058,2025-06-28 07:57:28.475029,30,59.49,1
T002918,U00399,P0048,2025-05-30 07:57:28.475032,30,113.62,0
T002919,U00515,P0087,2025-05-27 07:57:28.475034,0,265.21,1
T002920,U00805,P0058,2025-04-17 07:57:28.475036,10,76.49,1
T002921,U01909,P0057,2025-05-31 07:57:28.475038,25,205.13,0
T002922,U00498,P0087,2025-04-16 07:57:28.475040,20,212.17,1
T002923,U00942,P0039,2025-04-21 07:57:28.475044,20,11.36,1
T002924,U00528,P0028,2025-06-12 07:57:28.475048,10,162.69,1
T002925,U00398,P0064,2025-05-24 07:57:28.475052,0,260.98,1
T002926,U01289,P0062,2025-04-13 07:57:28.475056,0,71.77,1
T002927,U01775,P0083,2025-04-13 07:57:28.475060,30,106.95,1
T002928,U01287,P0062,2025-05-04 07:57:28.475063,15,61.0,1
T002929,U01422,P0094,2025-07-04 07:57:28.475065,0,37.28,1
T002930,U01670,P0085,2025-04-18 07:57:28.475068,15,196.51,0
T002931,U01749,P0088,2025-05-14 07:57:28.475070,5,218.21,1
T002932,U01551,P0085,2025-05-20 07:57:28.475072,10,208.07,1
T002933,U00436,P0026,2025-04-15 07:57:28.475074,5,138.44,1
T002934,U00840,P0051,2025-07-05 07:57:28.475076,5,228.19,1
T002935,U01954,P0050,2025-05-02 07:57:28.475079,5,396.68,0
T002936,U00360,P0036,2025-06-26 07:57:28.475081,5,263.68,0
T002937,U01153,P0026,2025-05-30 07:57:28.475083,20,116.58,1
T002938,U00864,P0033,2025-05-09 07:57:28.475085,0,387.61,1
T002939,U00634,P0100,2025-04-25 07:57:28.475088,10,191.79,1
T002940,U01265,P0068,2025-05-24 07:57:28.475090,10,417.73,0
T002941,U01651,P0073,2025-05-11 07:57:28.475093,25,8.89,1
T002942,U01733,P0008,2025-06-29 07:57:28.475095,5,38.82,1
T002943,U01246,P0066,2025-07-05 07:57:28.475097,10,80.42,1
T002944,U00214,P0093,2025-06-10 07:57:28.475099,30,83.67,1
T002945,U00916,P0023,2025-06-16 07:57:28.475103,15,147.41,1
T002946,U00592,P0070,2025-05-09 07:57:28.475107,10,115.54,1
T002947,U01799,P0055,2025-05-27 07:57:28.475111,30,77.66,1
T002948,U00135,P0043,2025-05-20 07:57:28.475115,5,93.85,1
T002949,U01842,P0100,2025-04-07 07:57:28.475119,10,191.79,1
T002950,U00754,P0021,2025-06-29 07:57:28.475123,0,63.03,1
T002951,U00386,P0022,2025-05-29 07:57:28.475127,5,443.95,0
T002952,U01327,P0009,2025-06-02 07:57:28.475131,20,334.98,0
T002953,U01806,P0034,2025-05-08 07:57:28.475135,30,220.28,0
T002954,U01311,P0059,2025-05-06 07:57:28.475139,0,257.74,1
T002955,U01586,P0026,2025-05-17 07:57:28.475142,10,131.16,0
T002956,U01213,P0001,2025-06-22 07:57:28.475144,20,217.3,1
T002957,U01321,P0100,2025-05-10 07:57:28.475147,25,159.82,1
T002958,U01550,P0005,2025-06-19 07:57:28.475149,0,320.14,1
T002959,U00389,P0041,2025-05-24 07:57:28.475151,25,77.87,1
T002960,U01483,P0063,2025-06-26 07:57:28.475154,15,373.02,1
T002961,U00744,P0022,2025-06-08 07:57:28.475156,0,467.32,1
T002962,U01285,P0068,2025-05-20 07:57:28.475158,20,371.31,1
T002963,U00704,P0048,2025-06-16 07:57:28.475160,25,121.73,1
T002964,U00925,P0066,2025-04-26 07:57:28.475162,15,75.96,1
T002965,U01739,P0016,2025-06-08 07:57:28.475165,25,248.62,1
T002966,U00773,P0080,2025-04-24 07:57:28.475167,10,288.83,0
T002967,U01137,P0053,2025-06-29 07:57:28.475169,5,402.0,1
T002968,U01910,P0086,2025-04-08 07:57:28.475171,25,191.78,1
T002969,U00864,P0065,2025-05-07 07:57:28.475173,10,187.33,0
T002970,U01060,P0079,2025-05-15 07:57:28.475177,5,377.19,1
T002971,U00079,P0064,2025-05-02 07:57:28.475181,5,247.93,0
T002972,U01299,P0088,2025-05-21 07:57:28.475185,20,183.76,1
T002973,U01984,P0068,2025-04-08 07:57:28.475189,30,324.9,1
T002974,U01302,P0063,2025-04-10 07:57:28.475193,15,373.02,1
T002975,U00674,P0062,2025-07-03 07:57:28.475196,30,50.24,0
T002976,U00312,P0082,2025-05-13 07:57:28.475200,15,171.99,1
T002977,U01553,P0081,2025-05-31 07:57:28.475204,0,271.03,1
T002978,U00204,P0071,2025-04-17 07:57:28.475208,10,253.69,1
T002979,U00985,P0045,2025-06-23 07:57:28.475221,20,188.12,1
T002980,U01976,P0052,2025-06-18 07:57:28.475224,25,211.31,0
T002981,U00017,P0074,2025-04-25 07:57:28.475226,10,287.43,1
T002982,U01738,P0065,2025-06-22 07:57:28.475228,25,156.1,1
T002983,U00476,P0002,2025-06-22 07:57:28.475231,30,211.41,1
T002984,U01535,P0049,2025-04-12 07:57:28.475233,25,369.21,1
T002985,U01017,P0022,2025-05-30 07:57:28.475236,30,327.12,0
T002986,U00210,P0096,2025-06-02 07:57:28.475238,30,59.84,1
T002987,U00499,P0029,2025-05-06 07:57:28.475240,25,56.03,1
T002988,U01426,P0035,2025-07-04 07:57:28.475242,0,304.67,0
T002989,U00429,P0081,2025-04-25 07:57:28.475244,30,189.72,1
T002990,U01102,P0076,2025-05-04 07:57:28.475247,0,165.89,0
T002991,U01592,P0024,2025-06-03 07:57:28.475249,20,93.84,0
T002992,U01104,P0094,2025-04-21 07:57:28.475251,0,37.28,1
T002993,U01330,P0030,2025-06-08 07:57:28.475254,20,112.23,0
T002994,U00058,P0084,2025-06-19 07:57:28.475256,0,413.14,1
T002995,U01554,P0042,2025-06-30 07:57:28.475258,15,78.18,0
T002996,U01232,P0071,2025-05-07 07:57:28.475260,20,225.5,1
T002997,U01535,P0050,2025-06-24 07:57:28.475262,15,354.93,0
T002998,U01159,P0071,2025-06-26 07:57:28.475265,30,197.32,1
T002999,U01868,P0060,2025-07-02 07:57:28.475267,15,180.6,0
T003000,U00994,P0030,2025-04-17 07:57:28.475269,20,112.23,0
T003001,U00522,P0012,2025-07-02 07:57:28.475271,10,288.74,1
T003002,U00581,P0049,2025-05-30 07:57:28.475273,30,344.6,1
T003003,U01877,P0095,2025-05-20 07:57:28.475276,30,280.55,0
T003004,U00899,P0082,2025-05-19 07:57:28.475278,5,192.22,1
T003005,U01107,P0046,2025-06-09 07:57:28.475280,0,495.97,1
T003006,U00621,P0043,2025-06-15 07:57:28.475283,25,74.09,1
T003007,U01068,P0002,2025-05-14 07:57:28.475285,0,302.01,1
T003008,U01507,P0097,2025-06-03 07:57:28.475287,25,237.24,1
T003009,U00966,P0075,2025-04-16 07:57:28.475290,10,272.06,1
T003010,U00910,P0098,2025-05-26 07:57:28.475292,5,167.14,1
T003011,U01668,P0080,2025-05-18 07:57:28.475294,10,288.83,1
T003012,U00493,P0054,2025-05-20 07:57:28.475298,5,233.4,1
T003013,U00499,P0035,2025-04-21 07:57:28.475302,20,243.74,1
T003014,U01042,P0052,2025-06-17 07:57:28.475306,20,225.4,1
T003015,U00605,P0033,2025-06-01 07:57:28.475310,25,290.71,1
T003016,U00948,P0085,2025-04-27 07:57:28.475314,15,196.51,1
T003017,U00294,P0084,2025-05-11 07:57:28.475318,15,351.17,0
T003018,U02000,P0072,2025-05-29 07:57:28.475322,25,300.1,1
T003019,U01172,P0051,2025-06-12 07:57:28.475326,20,192.16,1
T003020,U01496,P0026,2025-05-11 07:57:28.475329,25,109.3,1
T003021,U00172,P0097,2025-05-19 07:57:28.475331,15,268.87,0
T003022,U01587,P0062,2025-05-20 07:57:28.475333,25,53.83,1
T003023,U00531,P0061,2025-04-25 07:57:28.475335,20,351.72,0
T003024,U01144,P0026,2025-06-21 07:57:28.475338,10,131.16,1
T003025,U01860,P0037,2025-04-12 07:57:28.475340,0,299.25,1
T003026,U01761,P0030,2025-05-05 07:57:28.475342,20,112.23,0
T003027,U00066,P0095,2025-06-22 07:57:28.475344,25,300.58,1
T003028,U00141,P0097,2025-06-22 07:57:28.475346,20,253.06,0
T003029,U00446,P0011,2025-05-07 07:57:28.475348,20,80.66,0
T003030,U01530,P0053,2025-05-16 07:57:28.475351,15,359.69,0
T003031,U00189,P0041,2025-05-16 07:57:28.475353,25,77.87,0
T003032,U00158,P0005,2025-06-14 07:57:28.475355,15,272.12,1
T003033,U01634,P0066,2025-06-14 07:57:28.475358,25,67.02,1
T003034,U00670,P0013,2025-04-08 07:57:28.475359,15,349.32,1
T003035,U01971,P0063,2025-06-03 07:57:28.475362,15,373.02,0
T003036,U00246,P0082,2025-04-29 07:57:28.475364,10,182.11,1
T003037,U00856,P0090,2025-06-18 07:57:28.475366,20,55.18,1
T003038,U00944,P0025,2025-04-30 07:57:28.475368,10,227.98,0
T003039,U00748,P0044,2025-07-04 07:57:28.475371,15,288.36,1
T003040,U01057,P0014,2025-05-21 07:57:28.475373,10,291.62,1
T003041,U01385,P0069,2025-05-17 07:57:28.475375,30,135.75,0
T003042,U01777,P0059,2025-04-13 07:57:28.475377,30,180.42,1
T003043,U00330,P0056,2025-06-24 07:57:28.475380,20,332.75,1
T003044,U00512,P0052,2025-05-24 07:57:28.475382,20,225.4,1
T003045,U00850,P0066,2025-05-01 07:57:28.475384,15,75.96,1
T003046,U01811,P0068,2025-06-19 07:57:28.475386,20,371.31,1
T003047,U01095,P0012,2025-06-21 07:57:28.475389,10,288.74,1
T003048,U01337,P0075,2025-06-05 07:57:28.475391,5,287.18,1
T003049,U01939,P0068,2025-06-20 07:57:28.475393,20,371.31,1
T003050,U01752,P0043,2025-07-02 07:57:28.475395,10,88.91,1
T003051,U00079,P0073,2025-06-05 07:57:28.475397,30,8.3,1
T003052,U00169,P0074,2025-05-06 07:57:28.475399,30,223.56,1
T003053,U00810,P0091,2025-06-07 07:57:28.475402,10,52.45,1
T003054,U00983,P0006,2025-06-06 07:57:28.475404,30,151.02,1
T003055,U00180,P0015,2025-06-12 07:57:28.475406,10,145.89,1
T003056,U01652,P0042,2025-04-08 07:57:28.475408,20,73.58,0
T003057,U00260,P0031,2025-04-14 07:57:28.475411,5,213.6,0
T003058,U01510,P0086,2025-05-25 07:57:28.475413,15,217.35,1
T003059,U01796,P0053,2025-05-22 07:57:28.475415,15,359.69,0
T003060,U01029,P0006,2025-05-07 07:57:28.475418,20,172.59,1
T003061,U00297,P0033,2025-06-03 07:57:28.475420,20,310.09,0
T003062,U00620,P0029,2025-07-02 07:57:28.475422,30,52.3,1
T003063,U00855,P0021,2025-05-08 07:57:28.475424,0,63.03,0
T003064,U00360,P0054,2025-05-06 07:57:28.475426,25,184.26,1
T003065,U00117,P0056,2025-06-23 07:57:28.475429,5,395.14,1
T003066,U00357,P0094,2025-04-26 07:57:28.475431,10,33.55,1
T003067,U00957,P0021,2025-05-03 07:57:28.475433,25,47.27,1
T003068,U01867,P0100,2025-05-13 07:57:28.475435,10,191.79,0
T003069,U00439,P0055,2025-06-17 07:57:28.475438,25,83.21,1
T003070,U01355,P0058,2025-06-24 07:57:28.475440,15,72.24,1
T003071,U01549,P0064,2025-06-24 07:57:28.475442,25,195.74,1
T003072,U01678,P0086,2025-05-27 07:57:28.475444,20,204.57,1
T003073,U01212,P0046,2025-04-22 07:57:28.475446,5,471.17,1
T003074,U01992,P0084,2025-04-11 07:57:28.475449,15,351.17,0
T003075,U01305,P0022,2025-05-12 07:57:28.475451,30,327.12,0
T003076,U01535,P0060,2025-05-15 07:57:28.475453,25,159.35,1
T003077,U01490,P0011,2025-06-23 07:57:28.475455,5,95.78,0
T003078,U01139,P0047,2025-06-30 07:57:28.475457,20,96.94,0
T003079,U01964,P0031,2025-06-20 07:57:28.475460,30,157.39,1
T003080,U01260,P0077,2025-04-08 07:57:28.475462,10,208.08,0
T003081,U01362,P0018,2025-06-26 07:57:28.475464,30,116.16,1
T003082,U00522,P0022,2025-06-29 07:57:28.475466,0,467.32,0
T003083,U00199,P0056,2025-06-29 07:57:28.475469,5,395.14,1
T003084,U01788,P0017,2025-07-04 07:57:28.475471,10,101.82,0
T003085,U01074,P0038,2025-06-10 07:57:28.475473,5,444.58,0
T003086,U01964,P0025,2025-06-07 07:57:28.475476,5,240.64,1
T003087,U01166,P0032,2025-05-21 07:57:28.475478,5,23.6,1
T003088,U01807,P0015,2025-05-22 07:57:28.475480,20,129.68,0
T003089,U01552,P0013,2025-06-13 07:57:28.475482,15,349.32,0
T003090,U01538,P0058,2025-06-14 07:57:28.475484,5,80.74,1
T003091,U00670,P0090,2025-05-09 07:57:28.475487,20,55.18,0
T003092,U01054,P0050,2025-04-30 07:57:28.475489,0,417.56,1
T003093,U01106,P0011,2025-07-04 07:57:28.475491,15,85.7,0
T003094,U00031,P0013,2025-06-29 07:57:28.475493,20,328.78,1
T003095,U01772,P0097,2025-06-25 07:57:28.475495,30,221.42,1
T003096,U01008,P0050,2025-07-04 07:57:28.475498,0,417.56,1
T003097,U00333,P0038,2025-05-24 07:57:28.475500,30,327.59,1
T003098,U00660,P0001,2025-04-18 07:57:28.475502,15,230.88,0
T003099,U00177,P0039,2025-04-30 07:57:28.475505,20,11.36,1
T003100,U00370,P0027,2025-04-24 07:57:28.475507,0,272.1,0
T003101,U00547,P0036,2025-05-25 07:57:28.475509,20,222.05,0
T003102,U00535,P0032,2025-06-11 07:57:28.475511,0,24.84,0
T003103,U01130,P0041,2025-07-04 07:57:28.475514,5,98.64,1
T003104,U00097,P0015,2025-04-18 07:57:28.475516,5,153.99,1
T003105,U00230,P0031,2025-06-24 07:57:28.475518,15,191.11,1
T003106,U00227,P0006,2025-04-10 07:57:28.475521,0,215.74,1
T003107,U00371,P0089,2025-06-12 07:57:28.475523,5,128.71,0
T003108,U01124,P0052,2025-05-04 07:57:28.475525,15,239.49,1
T003109,U01469,P0082,2025-04-22 07:57:28.475527,10,182.11,0
T003110,U01492,P0022,2025-06-06 07:57:28.475529,5,443.95,1
T003111,U00055,P0031,2025-04-15 07:57:28.475532,5,213.6,1
T003112,U01219,P0100,2025-05-05 07:57:28.475534,25,159.82,1
T003113,U01544,P0073,2025-04-15 07:57:28.475536,20,9.48,0
T003114,U00424,P0046,2025-04-27 07:57:28.475538,10,446.37,1
T003115,U00315,P0067,2025-05-23 07:57:28.475540,0,353.4,1
T003116,U01152,P0097,2025-06-07 07:57:28.475543,15,268.87,1
T003117,U00032,P0091,2025-04-29 07:57:28.475545,10,52.45,0
T003118,U00093,P0043,2025-07-01 07:57:28.475547,0,98.79,1
T003119,U00519,P0001,2025-05-29 07:57:28.475549,5,258.04,1
T003120,U01282,P0044,2025-06-18 07:57:28.475552,30,237.48,1
T003121,U00853,P0057,2025-06-19 07:57:28.475554,25,205.13,0
T003122,U01926,P0009,2025-04-12 07:57:28.475556,30,293.11,1
T003123,U01244,P0005,2025-05-03 07:57:28.475558,15,272.12,0
T003124,U00752,P0079,2025-06-11 07:57:28.475560,15,337.48,1
T003125,U01130,P0009,2025-04-27 07:57:28.475563,10,376.86,1
T003126,U01572,P0045,2025-06-19 07:57:28.475565,20,188.12,1
T003127,U00416,P0092,2025-05-31 07:57:28.475567,0,381.16,1
T003128,U00557,P0077,2025-05-03 07:57:28.475569,25,173.4,1
T003129,U01834,P0024,2025-04-10 07:57:28.475572,25,87.98,0
T003130,U01333,P0074,2025-04-26 07:57:28.475574,30,223.56,1
T003131,U00366,P0042,2025-06-15 07:57:28.475576,10,82.78,1
T003132,U01545,P0022,2025-05-28 07:57:28.475578,20,373.86,1
T003133,U01483,P0060,2025-06-07 07:57:28.475580,20,169.98,1
T003134,U00599,P0086,2025-04-16 07:57:28.475583,20,204.57,1
T003135,U01394,P0037,2025-06-06 07:57:28.475585,15,254.36,1
T003136,U00331,P0039,2025-06-30 07:57:28.475587,0,14.2,1
T003137,U00689,P0084,2025-05-30 07:57:28.475589,0,413.14,1
T003138,U01666,P0074,2025-05-07 07:57:28.475591,30,223.56,1
T003139,U01731,P0074,2025-05-28 07:57:28.475594,10,287.43,0
T003140,U00011,P0090,2025-05-08 07:57:28.475596,5,65.52,1
T003141,U00818,P0089,2025-05-24 07:57:28.475598,10,121.93,1
T003142,U01531,P0053,2025-04-08 07:57:28.475602,0,423.16,1
T003143,U00419,P0028,2025-05-22 07:57:28.475606,30,126.54,1
T003144,U01146,P0077,2025-04-28 07:57:28.475610,15,196.52,1
T003145,U00911,P0015,2025-06-19 07:57:28.475614,10,145.89,1
T003146,U01259,P0060,2025-05-18 07:57:28.475618,30,148.73,1
T003147,U01355,P0060,2025-04-10 07:57:28.475622,5,201.85,1
T003148,U01567,P0006,2025-07-02 07:57:28.475626,25,161.8,1
T003149,U00348,P0052,2025-07-02 07:57:28.475630,10,253.58,1
T003150,U00958,P0012,2025-06-07 07:57:28.475633,30,224.57,1
T003151,U00412,P0019,2025-06-07 07:57:28.475635,20,102.1,0
T003152,U01248,P0096,2025-06-16 07:57:28.475637,5,81.22,1
T003153,U00153,P0075,2025-06-27 07:57:28.475640,20,241.83,0
T003154,U01236,P0097,2025-04-08 07:57:28.475642,15,268.87,1
T003155,U00092,P0002,2025-06-07 07:57:28.475644,0,302.01,1
T003156,U01945,P0055,2025-05-25 07:57:28.475646,10,99.86,1
T003157,U00331,P0015,2025-04-15 07:57:28.475648,30,113.47,1
T003158,U01491,P0064,2025-04-17 07:57:28.475651,10,234.88,0
T003159,U01884,P0100,2025-06-30 07:57:28.475653,20,170.48,1
T003160,U01665,P0069,2025-05-30 07:57:28.475655,20,155.14,1
T003161,U00955,P0015,2025-06-30 07:57:28.475657,0,162.1,0
T003162,U01733,P0043,2025-07-03 07:57:28.475660,30,69.15,1
T003163,U00970,P0074,2025-04-24 07:57:28.475664,10,287.43,1
T003164,U00554,P0017,2025-05-19 07:57:28.475666,30,79.19,1
T003165,U01902,P0098,2025-04-21 07:57:28.475668,0,175.94,0
T003166,U00930,P0024,2025-06-02 07:57:28.475671,20,93.84,0
T003167,U01252,P0074,2025-04-11 07:57:28.475673,25,239.53,1
T003168,U00194,P0030,2025-04-08 07:57:28.475675,30,98.2,0
T003169,U00530,P0067,2025-05-13 07:57:28.475677,20,282.72,1
T003170,U00845,P0051,2025-05-23 07:57:28.475679,5,228.19,0
T003171,U01267,P0060,2025-04-17 07:57:28.475682,20,169.98,1
T003172,U01413,P0003,2025-06-23 07:57:28.475684,20,20.3,1
T003173,U01300,P0005,2025-06-07 07:57:28.475686,30,224.1,1
T003174,U01474,P0028,2025-05-26 07:57:28.475688,25,135.58,0
T003175,U00639,P0078,2025-06-28 07:57:28.475691,0,131.01,0
T003176,U01611,P0011,2025-05-14 07:57:28.475693,5,95.78,1
T003177,U01598,P0072,2025-04-27 07:57:28.475695,5,380.12,1
T003178,U00478,P0072,2025-04-13 07:57:28.475698,10,360.12,1
T003179,U00480,P0076,2025-06-01 07:57:28.475700,25,124.42,0
T003180,U00288,P0015,2025-06-22 07:57:28.475702,15,137.78,1
T003181,U00698,P0083,2025-06-18 07:57:28.475704,10,137.5,0
T003182,U01714,P0048,2025-06-22 07:57:28.475706,10,146.08,1
T003183,U01702,P0046,2025-06-19 07:57:28.475709,10,446.37,1
T003184,U00695,P0028,2025-06-14 07:57:28.475711,5,171.73,1
T003185,U00540,P0007,2025-06-27 07:57:28.475713,0,259.0,0
T003186,U00330,P0071,2025-06-23 07:57:28.475715,30,197.32,1
T003187,U00470,P0094,2025-05-20 07:57:28.475718,20,29.82,1
T003188,U01783,P0082,2025-05-10 07:57:28.475720,5,192.22,1
T003189,U00849,P0088,2025-04-25 07:57:28.475722,20,183.76,0
T003190,U00534,P0006,2025-06-25 07:57:28.475725,20,172.59,1
T003191,U01963,P0058,2025-06-25 07:57:28.475729,15,72.24,1
T003192,U00467,P0068,2025-06-29 07:57:28.475733,30,324.9,1
T003193,U00977,P0055,2025-05-24 07:57:28.475737,10,99.86,1
T003194,U00420,P0067,2025-06-23 07:57:28.475741,15,300.39,0
T003195,U01632,P0049,2025-05-24 07:57:28.475745,10,443.05,1
T003196,U01146,P0051,2025-04-08 07:57:28.475748,5,228.19,1
T003197,U00762,P0059,2025-06-25 07:57:28.475750,20,206.19,0
T003198,U01006,P0006,2025-04-22 07:57:28.475752,15,183.38,0
T003199,U00891,P0090,2025-05-10 07:57:28.475754,25,51.73,1
T003200,U00308,P0051,2025-07-01 07:57:28.475757,5,228.19,1
T003201,U01956,P0038,2025-06-18 07:57:28.475759,5,444.58,1
T003202,U00924,P0011,2025-05-22 07:57:28.475761,25,75.61,1
T003203,U00334,P0052,2025-06-11 07:57:28.475764,10,253.58,1
T003204,U00954,P0093,2025-04-18 07:57:28.475766,20,95.62,1
T003205,U01444,P0020,2025-05-10 07:57:28.475768,10,254.6,0
T003206,U01350,P0010,2025-06-26 07:57:28.475770,10,354.97,1
T003207,U01022,P0026,2025-04-18 07:57:28.475772,5,138.44,1
T003208,U01673,P0048,2025-04-20 07:57:28.475775,10,146.08,1
T003209,U00789,P0091,2025-06-12 07:57:28.475777,0,58.28,1
T003210,U00832,P0014,2025-05-22 07:57:28.475779,25,243.02,1
T003211,U00844,P0100,2025-04-16 07:57:28.475781,30,149.17,1
T003212,U01597,P0059,2025-05-18 07:57:28.475784,25,193.3,0
T003213,U00250,P0012,2025-04-16 07:57:28.475786,20,256.66,0
T003214,U01119,P0023,2025-06-11 07:57:28.475788,25,130.06,1
T003215,U01320,P0085,2025-04-11 07:57:28.475790,10,208.07,1
T003216,U00184,P0072,2025-05-22 07:57:28.475792,10,360.12,0
T003217,U01284,P0039,2025-05-10 07:57:28.475795,15,12.07,1
T003218,U00799,P0009,2025-05-23 07:57:28.475797,20,334.98,0
T003219,U01691,P0088,2025-06-27 07:57:28.475799,20,183.76,1
T003220,U00186,P0095,2025-04-19 07:57:28.475801,25,300.58,1
