user_id,city,city_tier,signup_date,loyalty_score
U00415,Delhi,Tier-1,2025-02-11 07:57:28.441455,82
U00416,Lucknow,Tier-2,2024-08-12 07:57:28.441459,38
U00417,Chennai,Tier-1,2024-11-19 07:57:28.441463,35
U00418,Chennai,Tier-1,2023-10-19 07:57:28.441466,96
U00419,Jaipur,Tier-2,2024-08-03 07:57:28.441470,54
U00420,Lucknow,Tier-2,2025-06-06 07:57:28.441474,80
U00421,Jaipur,Tier-2,2025-01-18 07:57:28.441478,21
U00422,Bangalore,Tier-1,2023-11-02 07:57:28.441482,41
U00423,Delhi,Tier-1,2024-12-09 07:57:28.441486,29
U00424,Bangalore,Tier-1,2025-03-12 07:57:28.441490,60
U00425,Delhi,Tier-1,2024-03-15 07:57:28.441494,90
U00426,Mumbai,Tier-1,2024-01-04 07:57:28.441498,45
U00427,Chennai,Tier-1,2023-09-22 07:57:28.441500,76
U00428,Jaipur,Tier-2,2023-08-01 07:57:28.441503,10
U00429,Mumbai,Tier-1,2024-11-21 07:57:28.441505,36
U00430,Mumbai,Tier-1,2024-06-11 07:57:28.441507,49
U00431,Chennai,Tier-1,2024-02-02 07:57:28.441509,93
U00432,Chennai,Tier-1,2024-04-22 07:57:28.441511,23
U00433,Delhi,Tier-1,2025-03-16 07:57:28.441514,78
U00434,Bangalore,Tier-1,2025-04-18 07:57:28.441516,96
U00435,Lucknow,Tier-2,2023-10-07 07:57:28.441518,88
U00436,Delhi,Tier-1,2023-11-24 07:57:28.441520,15
U00437,Lucknow,Tier-2,2025-03-06 07:57:28.441523,42
U00438,Mumbai,Tier-1,2024-05-28 07:57:28.441525,64
U00439,Lucknow,Tier-2,2024-01-18 07:57:28.441528,28
U00440,Bangalore,Tier-1,2024-07-10 07:57:28.441530,86
U00441,Delhi,Tier-1,2024-06-29 07:57:28.441532,38
U00442,Chennai,Tier-1,2023-08-17 07:57:28.441535,70
U00443,Bangalore,Tier-1,2025-01-30 07:57:28.441536,79
U00444,Bangalore,Tier-1,2024-08-13 07:57:28.441539,88
U00445,Delhi,Tier-1,2024-04-29 07:57:28.441541,89
U00446,Chennai,Tier-1,2024-01-23 07:57:28.441544,33
U00447,Bangalore,Tier-1,2023-08-25 07:57:28.441546,32
U00448,Chennai,Tier-1,2023-10-19 07:57:28.441548,19
U00449,Jaipur,Tier-2,2024-10-21 07:57:28.441550,63
U00450,Jaipur,Tier-2,2024-02-16 07:57:28.441553,50
U00451,Jaipur,Tier-2,2023-07-10 07:57:28.441555,58
U00452,Lucknow,Tier-2,2024-01-09 07:57:28.441557,26
U00453,Bangalore,Tier-1,2024-07-10 07:57:28.441560,65
U00454,Delhi,Tier-1,2025-04-08 07:57:28.441562,54
U00455,Delhi,Tier-1,2024-01-13 07:57:28.441564,39
U00456,Lucknow,Tier-2,2023-10-11 07:57:28.441567,53
U00457,Delhi,Tier-1,2025-03-15 07:57:28.441569,83
U00458,Jaipur,Tier-2,2025-04-16 07:57:28.441574,64
U00459,Bangalore,Tier-1,2024-07-31 07:57:28.441576,28
U00460,Delhi,Tier-1,2023-12-24 07:57:28.441579,38
U00461,Delhi,Tier-1,2024-12-29 07:57:28.441581,11
U00462,Mumbai,Tier-1,2024-02-13 07:57:28.441584,45
U00463,Mumbai,Tier-1,2024-06-17 07:57:28.441586,28
U00464,Mumbai,Tier-1,2024-11-06 07:57:28.441588,16
U00465,Bangalore,Tier-1,2024-06-10 07:57:28.441591,35
U00466,Jaipur,Tier-2,2025-05-26 07:57:28.441593,88
U00467,Chennai,Tier-1,2023-09-28 07:57:28.441595,47
U00468,Jaipur,Tier-2,2023-07-19 07:57:28.441597,12
U00469,Jaipur,Tier-2,2024-10-02 07:57:28.441600,89
U00470,Bangalore,Tier-1,2024-01-06 07:57:28.441604,75
U00471,Bangalore,Tier-1,2024-06-10 07:57:28.441608,80
U00472,Mumbai,Tier-1,2024-01-30 07:57:28.441612,52
U00473,Delhi,Tier-1,2024-01-16 07:57:28.441616,71
U00474,Lucknow,Tier-2,2025-05-19 07:57:28.441619,80
U00475,Lucknow,Tier-2,2025-02-13 07:57:28.441623,33
U00476,Chennai,Tier-1,2024-06-25 07:57:28.441627,48
U00477,Delhi,Tier-1,2025-02-15 07:57:28.441631,77
U00478,Chennai,Tier-1,2023-08-15 07:57:28.441635,53
U00479,Mumbai,Tier-1,2024-07-19 07:57:28.441640,14
U00480,Chennai,Tier-1,2024-11-15 07:57:28.441642,64
U00481,Delhi,Tier-1,2024-12-28 07:57:28.441645,39
U00482,Delhi,Tier-1,2024-11-28 07:57:28.441647,38
U00483,Lucknow,Tier-2,2024-11-07 07:57:28.441649,35
U00484,Mumbai,Tier-1,2024-10-29 07:57:28.441651,92
U00485,Bangalore,Tier-1,2024-12-04 07:57:28.441654,35
U00486,Chennai,Tier-1,2025-02-27 07:57:28.441656,46
U00487,Lucknow,Tier-2,2024-02-22 07:57:28.441658,62
U00488,Chennai,Tier-1,2023-09-02 07:57:28.441661,39
U00489,Chennai,Tier-1,2024-12-12 07:57:28.441663,12
U00490,Bangalore,Tier-1,2024-06-09 07:57:28.441665,52
U00491,Mumbai,Tier-1,2025-05-31 07:57:28.441668,16
U00492,Delhi,Tier-1,2023-12-11 07:57:28.441670,58
U00493,Jaipur,Tier-2,2024-03-23 07:57:28.441674,82
U00494,Chennai,Tier-1,2024-10-08 07:57:28.441678,50
U00495,Jaipur,Tier-2,2024-04-23 07:57:28.441681,86
U00496,Mumbai,Tier-1,2023-12-11 07:57:28.441685,88
U00497,Jaipur,Tier-2,2024-05-13 07:57:28.441689,63
U00498,Chennai,Tier-1,2024-09-01 07:57:28.441694,78
U00499,Bangalore,Tier-1,2024-04-05 07:57:28.441696,36
U00500,Jaipur,Tier-2,2023-09-19 07:57:28.441699,17
U00501,Mumbai,Tier-1,2025-03-31 07:57:28.441701,41
U00502,Mumbai,Tier-1,2023-07-27 07:57:28.441704,93
U00503,Bangalore,Tier-1,2025-03-20 07:57:28.441706,73
U00504,Jaipur,Tier-2,2025-05-28 07:57:28.441708,19
U00505,Jaipur,Tier-2,2025-01-10 07:57:28.441711,22
U00506,Delhi,Tier-1,2024-03-09 07:57:28.441713,72
U00507,Lucknow,Tier-2,2024-05-06 07:57:28.441715,44
U00508,Mumbai,Tier-1,2025-05-27 07:57:28.441717,70
U00509,Delhi,Tier-1,2024-11-16 07:57:28.441720,63
U00510,Mumbai,Tier-1,2024-08-22 07:57:28.441722,17
U00511,Delhi,Tier-1,2025-04-04 07:57:28.441725,38
U00512,Lucknow,Tier-2,2023-11-19 07:57:28.441727,50
U00513,Delhi,Tier-1,2024-02-18 07:57:28.441729,39
U00514,Mumbai,Tier-1,2023-12-22 07:57:28.441732,95
U00515,Jaipur,Tier-2,2023-09-27 07:57:28.441734,30
U00516,Mumbai,Tier-1,2024-06-13 07:57:28.441736,85
U00517,Chennai,Tier-1,2024-07-22 07:57:28.441739,20
U00518,Bangalore,Tier-1,2024-07-11 07:57:28.441741,11
U00519,Bangalore,Tier-1,2024-04-08 07:57:28.441743,59
U00520,Chennai,Tier-1,2023-10-24 07:57:28.441746,50
U00521,Bangalore,Tier-1,2023-07-19 07:57:28.441748,75
U00522,Bangalore,Tier-1,2024-04-17 07:57:28.441751,12
U00523,Lucknow,Tier-2,2025-02-12 07:57:28.441755,89
U00524,Jaipur,Tier-2,2025-04-25 07:57:28.441758,60
U00525,Jaipur,Tier-2,2023-11-25 07:57:28.441762,77
U00526,Mumbai,Tier-1,2025-02-08 07:57:28.441767,96
U00527,Chennai,Tier-1,2024-08-18 07:57:28.441771,93
U00528,Delhi,Tier-1,2024-05-28 07:57:28.441774,34
U00529,Mumbai,Tier-1,2024-05-25 07:57:28.441777,39
U00530,Mumbai,Tier-1,2024-07-17 07:57:28.441779,91
U00531,Mumbai,Tier-1,2024-10-02 07:57:28.441782,20
U00532,Mumbai,Tier-1,2024-01-02 07:57:28.441784,26
U00533,Jaipur,Tier-2,2024-11-27 07:57:28.441786,35
U00534,Delhi,Tier-1,2024-01-10 07:57:28.441788,32
U00535,Mumbai,Tier-1,2023-11-18 07:57:28.441791,65
U00536,Jaipur,Tier-2,2023-12-18 07:57:28.441793,61
U00537,Mumbai,Tier-1,2025-03-27 07:57:28.441795,57
U00538,Bangalore,Tier-1,2023-07-15 07:57:28.441798,29
U00539,Mumbai,Tier-1,2023-11-28 07:57:28.441800,11
U00540,Chennai,Tier-1,2025-04-10 07:57:28.441802,97
U00541,Chennai,Tier-1,2024-12-03 07:57:28.441805,40
U00542,Mumbai,Tier-1,2024-04-10 07:57:28.441807,36
U00543,Lucknow,Tier-2,2023-12-17 07:57:28.441809,11
U00544,Bangalore,Tier-1,2023-11-23 07:57:28.441812,87
U00545,Delhi,Tier-1,2024-02-02 07:57:28.441814,13
U00546,Mumbai,Tier-1,2024-07-12 07:57:28.441816,22
U00547,Delhi,Tier-1,2024-07-25 07:57:28.441818,44
U00548,Bangalore,Tier-1,2025-01-26 07:57:28.441821,81
U00549,Mumbai,Tier-1,2024-02-12 07:57:28.441823,75
U00550,Lucknow,Tier-2,2024-04-27 07:57:28.441825,15
U00551,Jaipur,Tier-2,2024-03-30 07:57:28.441827,40
U00552,Lucknow,Tier-2,2023-10-20 07:57:28.441830,19
U00553,Lucknow,Tier-2,2023-11-28 07:57:28.441832,30
U00554,Jaipur,Tier-2,2025-02-27 07:57:28.441834,83
U00555,Jaipur,Tier-2,2023-08-05 07:57:28.441837,32
U00556,Chennai,Tier-1,2024-08-09 07:57:28.441839,12
U00557,Jaipur,Tier-2,2024-02-12 07:57:28.441841,41
U00558,Mumbai,Tier-1,2024-02-08 07:57:28.441844,29
U00559,Delhi,Tier-1,2025-05-24 07:57:28.441846,83
U00560,Chennai,Tier-1,2025-05-21 07:57:28.441849,38
U00561,Chennai,Tier-1,2025-03-06 07:57:28.441851,61
U00562,Delhi,Tier-1,2023-09-11 07:57:28.441854,55
U00563,Chennai,Tier-1,2024-12-02 07:57:28.441856,43
U00564,Jaipur,Tier-2,2025-05-07 07:57:28.441858,93
U00565,Lucknow,Tier-2,2024-09-12 07:57:28.441860,70
U00566,Bangalore,Tier-1,2023-11-20 07:57:28.441862,81
U00567,Jaipur,Tier-2,2025-03-30 07:57:28.441865,80
U00568,Lucknow,Tier-2,2024-04-19 07:57:28.441867,79
U00569,Lucknow,Tier-2,2024-11-04 07:57:28.441869,20
U00570,Chennai,Tier-1,2023-07-14 07:57:28.441872,91
U00571,Mumbai,Tier-1,2024-04-17 07:57:28.441874,98
U00572,Mumbai,Tier-1,2023-09-07 07:57:28.441876,72
U00573,Chennai,Tier-1,2025-02-17 07:57:28.441879,30
U00574,Chennai,Tier-1,2023-11-30 07:57:28.441881,12
U00575,Delhi,Tier-1,2025-04-14 07:57:28.441883,91
U00576,Delhi,Tier-1,2023-08-05 07:57:28.441886,97
U00577,Bangalore,Tier-1,2024-10-21 07:57:28.441888,19
U00578,Bangalore,Tier-1,2024-04-30 07:57:28.441890,36
U00579,Bangalore,Tier-1,2024-01-21 07:57:28.441893,21
U00580,Bangalore,Tier-1,2024-08-20 07:57:28.441895,16
U00581,Lucknow,Tier-2,2024-01-23 07:57:28.441897,26
U00582,Lucknow,Tier-2,2024-06-17 07:57:28.441900,74
U00583,Delhi,Tier-1,2023-10-23 07:57:28.441902,73
U00584,Mumbai,Tier-1,2024-01-30 07:57:28.441904,35
U00585,Chennai,Tier-1,2023-10-01 07:57:28.441907,24
U00586,Mumbai,Tier-1,2024-11-04 07:57:28.441909,42
U00587,Jaipur,Tier-2,2024-02-10 07:57:28.441911,71
U00588,Lucknow,Tier-2,2023-12-14 07:57:28.441914,56
U00589,Bangalore,Tier-1,2024-11-09 07:57:28.441916,44
U00590,Bangalore,Tier-1,2024-06-17 07:57:28.441918,74
U00591,Jaipur,Tier-2,2024-09-09 07:57:28.441921,81
U00592,Mumbai,Tier-1,2023-07-19 07:57:28.441923,85
U00593,Bangalore,Tier-1,2024-06-15 07:57:28.441925,92
U00594,Mumbai,Tier-1,2024-04-02 07:57:28.441930,34
U00595,Chennai,Tier-1,2023-08-11 07:57:28.441932,66
U00596,Jaipur,Tier-2,2023-10-14 07:57:28.441934,41
U00597,Mumbai,Tier-1,2024-08-21 07:57:28.441937,72
U00598,Chennai,Tier-1,2024-12-23 07:57:28.441939,21
U00599,Mumbai,Tier-1,2024-04-29 07:57:28.441941,72
U00600,Mumbai,Tier-1,2024-03-18 07:57:28.441944,86
U00601,Bangalore,Tier-1,2024-10-09 07:57:28.441946,10
U00602,Delhi,Tier-1,2023-08-26 07:57:28.441948,60
U00603,Lucknow,Tier-2,2024-04-11 07:57:28.441951,79
U00604,Mumbai,Tier-1,2024-06-28 07:57:28.441955,17
U00605,Mumbai,Tier-1,2025-05-24 07:57:28.441960,77
U00606,Mumbai,Tier-1,2023-11-18 07:57:28.441963,14
U00607,Delhi,Tier-1,2025-05-21 07:57:28.441968,98
U00608,Chennai,Tier-1,2024-11-18 07:57:28.441972,95
U00609,Jaipur,Tier-2,2025-02-12 07:57:28.441977,48
U00610,Bangalore,Tier-1,2025-05-28 07:57:28.441980,32
U00611,Delhi,Tier-1,2024-12-23 07:57:28.441984,77
U00612,Chennai,Tier-1,2023-11-18 07:57:28.441988,61
U00613,Mumbai,Tier-1,2023-10-16 07:57:28.441991,13
U00614,Chennai,Tier-1,2025-04-27 07:57:28.441993,56
U00615,Delhi,Tier-1,2024-05-30 07:57:28.441996,30
U00616,Delhi,Tier-1,2023-07-31 07:57:28.441998,65
U00617,Delhi,Tier-1,2024-09-22 07:57:28.442001,75
U00618,Jaipur,Tier-2,2024-04-19 07:57:28.442003,68
U00619,Lucknow,Tier-2,2024-02-11 07:57:28.442005,16
U00620,Bangalore,Tier-1,2024-03-26 07:57:28.442008,58
U00621,Jaipur,Tier-2,2024-02-10 07:57:28.442010,25
U00622,Jaipur,Tier-2,2024-07-23 07:57:28.442012,26
U00623,Lucknow,Tier-2,2024-11-02 07:57:28.442014,93
U00624,Jaipur,Tier-2,2024-10-06 07:57:28.442017,96
U00625,Delhi,Tier-1,2023-08-16 07:57:28.442019,84
U00626,Delhi,Tier-1,2023-12-20 07:57:28.442021,43
U00627,Chennai,Tier-1,2025-02-22 07:57:28.442024,42
U00628,Mumbai,Tier-1,2024-11-14 07:57:28.442026,35
U00629,Jaipur,Tier-2,2024-01-01 07:57:28.442028,75
U00630,Mumbai,Tier-1,2025-04-05 07:57:28.442030,72
U00631,Bangalore,Tier-1,2025-02-24 07:57:28.442033,96
U00632,Delhi,Tier-1,2024-05-30 07:57:28.442035,50
U00633,Chennai,Tier-1,2025-01-03 07:57:28.442037,95
U00634,Bangalore,Tier-1,2024-09-24 07:57:28.442039,67
U00635,Chennai,Tier-1,2025-03-10 07:57:28.442042,88
U00636,Lucknow,Tier-2,2023-10-15 07:57:28.442044,19
U00637,Delhi,Tier-1,2023-07-20 07:57:28.442046,24
U00638,Bangalore,Tier-1,2024-05-05 07:57:28.442049,51
U00639,Lucknow,Tier-2,2024-05-04 07:57:28.442051,66
U00640,Bangalore,Tier-1,2024-09-20 07:57:28.442053,96
U00641,Chennai,Tier-1,2024-02-04 07:57:28.442055,26
U00642,Lucknow,Tier-2,2023-12-25 07:57:28.442058,69
U00643,Lucknow,Tier-2,2024-02-29 07:57:28.442060,18
U00644,Delhi,Tier-1,2024-09-07 07:57:28.442062,45
U00645,Mumbai,Tier-1,2023-08-05 07:57:28.442065,82
U00646,Chennai,Tier-1,2024-07-11 07:57:28.442067,89
U00647,Chennai,Tier-1,2024-04-02 07:57:28.442069,45
U00648,Lucknow,Tier-2,2023-09-23 07:57:28.442071,57
U00649,Lucknow,Tier-2,2025-03-22 07:57:28.442074,60
U00650,Delhi,Tier-1,2023-09-28 07:57:28.442076,79
U00651,Mumbai,Tier-1,2025-03-23 07:57:28.442078,83
U00652,Chennai,Tier-1,2024-08-10 07:57:28.442080,89
U00653,Jaipur,Tier-2,2025-04-08 07:57:28.442083,77
U00654,Jaipur,Tier-2,2023-07-16 07:57:28.442085,31
U00655,Mumbai,Tier-1,2025-02-27 07:57:28.442087,86
U00656,Bangalore,Tier-1,2025-01-02 07:57:28.442090,89
U00657,Delhi,Tier-1,2025-04-27 07:57:28.442092,15
U00658,Mumbai,Tier-1,2024-04-04 07:57:28.442094,35
U00659,Jaipur,Tier-2,2023-08-02 07:57:28.442097,84
U00660,Lucknow,Tier-2,2024-01-27 07:57:28.442100,97
U00661,Jaipur,Tier-2,2024-06-04 07:57:28.442102,12
U00662,Lucknow,Tier-2,2023-10-24 07:57:28.442104,61
U00663,Delhi,Tier-1,2024-05-21 07:57:28.442107,83
U00664,Lucknow,Tier-2,2024-07-13 07:57:28.442109,69
U00665,Mumbai,Tier-1,2025-01-13 07:57:28.442111,72
U00666,Lucknow,Tier-2,2025-01-10 07:57:28.442114,74
U00667,Bangalore,Tier-1,2024-04-09 07:57:28.442116,61
U00668,Mumbai,Tier-1,2024-02-13 07:57:28.442118,99
U00669,Delhi,Tier-1,2024-10-20 07:57:28.442121,85
U00670,Mumbai,Tier-1,2023-08-18 07:57:28.442123,23
U00671,Bangalore,Tier-1,2024-09-18 07:57:28.442125,98
U00672,Delhi,Tier-1,2025-01-08 07:57:28.442128,81
U00673,Jaipur,Tier-2,2024-11-05 07:57:28.442132,77
U00674,Bangalore,Tier-1,2024-03-19 07:57:28.442136,37
U00675,Delhi,Tier-1,2025-01-09 07:57:28.442140,80
U00676,Lucknow,Tier-2,2024-04-16 07:57:28.442144,19
U00677,Mumbai,Tier-1,2024-01-12 07:57:28.442147,66
U00678,Delhi,Tier-1,2023-08-16 07:57:28.442152,75
U00679,Mumbai,Tier-1,2023-10-02 07:57:28.442156,99
U00680,Lucknow,Tier-2,2024-05-04 07:57:28.442161,59
U00681,Delhi,Tier-1,2023-11-02 07:57:28.442163,23
U00682,Jaipur,Tier-2,2023-11-30 07:57:28.442166,25
U00683,Bangalore,Tier-1,2024-12-22 07:57:28.442168,63
U00684,Delhi,Tier-1,2024-06-02 07:57:28.442171,52
U00685,Lucknow,Tier-2,2025-03-03 07:57:28.442173,51
U00686,Delhi,Tier-1,2023-10-23 07:57:28.442175,90
U00687,Mumbai,Tier-1,2024-03-31 07:57:28.442178,31
U00688,Chennai,Tier-1,2024-09-16 07:57:28.442180,77
U00689,Delhi,Tier-1,2024-02-27 07:57:28.442182,28
U00690,Jaipur,Tier-2,2024-07-08 07:57:28.442185,75
U00691,Delhi,Tier-1,2023-10-09 07:57:28.442187,48
U00692,Bangalore,Tier-1,2023-07-12 07:57:28.442189,82
U00693,Delhi,Tier-1,2024-01-27 07:57:28.442191,28
U00694,Chennai,Tier-1,2023-10-20 07:57:28.442194,25
U00695,Mumbai,Tier-1,2023-09-20 07:57:28.442196,63
U00696,Delhi,Tier-1,2024-11-12 07:57:28.442198,34
U00697,Jaipur,Tier-2,2024-12-07 07:57:28.442200,27
U00698,Lucknow,Tier-2,2023-08-18 07:57:28.442203,32
U00699,Delhi,Tier-1,2024-06-01 07:57:28.442205,94
U00700,Delhi,Tier-1,2024-08-04 07:57:28.442207,20
U00701,Bangalore,Tier-1,2024-06-06 07:57:28.442209,48
U00702,Jaipur,Tier-2,2025-03-06 07:57:28.442212,77
U00703,Chennai,Tier-1,2024-10-24 07:57:28.442214,34
U00704,Lucknow,Tier-2,2023-11-16 07:57:28.442216,72
U00705,Mumbai,Tier-1,2025-03-24 07:57:28.442219,39
U00706,Delhi,Tier-1,2025-03-31 07:57:28.442221,54
U00707,Chennai,Tier-1,2023-08-19 07:57:28.442223,99
U00708,Lucknow,Tier-2,2025-05-02 07:57:28.442226,70
U00709,Mumbai,Tier-1,2023-10-04 07:57:28.442228,60
U00710,Chennai,Tier-1,2025-01-14 07:57:28.442230,18
U00711,Jaipur,Tier-2,2024-04-15 07:57:28.442232,85
U00712,Jaipur,Tier-2,2025-03-26 07:57:28.442235,11
U00713,Lucknow,Tier-2,2025-04-02 07:57:28.442237,14
U00714,Mumbai,Tier-1,2024-02-07 07:57:28.442239,71
U00715,Jaipur,Tier-2,2023-07-15 07:57:28.442241,78
U00716,Lucknow,Tier-2,2024-05-14 07:57:28.442244,61
U00717,Jaipur,Tier-2,2023-07-29 07:57:28.442246,95
U00718,Jaipur,Tier-2,2024-05-25 07:57:28.442248,14
U00719,Chennai,Tier-1,2024-05-23 07:57:28.442250,68
U00720,Chennai,Tier-1,2024-12-04 07:57:28.442253,77
U00721,Jaipur,Tier-2,2023-09-12 07:57:28.442255,18
U00722,Bangalore,Tier-1,2024-12-02 07:57:28.442257,31
U00723,Chennai,Tier-1,2024-11-08 07:57:28.442260,36
U00724,Mumbai,Tier-1,2024-10-30 07:57:28.442262,19
U00725,Lucknow,Tier-2,2024-05-04 07:57:28.442264,89
U00726,Lucknow,Tier-2,2023-10-15 07:57:28.442267,70
U00727,Mumbai,Tier-1,2024-11-02 07:57:28.442269,60
U00728,Mumbai,Tier-1,2024-03-17 07:57:28.442271,19
U00729,Mumbai,Tier-1,2023-09-25 07:57:28.442274,15
U00730,Mumbai,Tier-1,2024-11-02 07:57:28.442276,71
U00731,Delhi,Tier-1,2023-09-02 07:57:28.442278,14
U00732,Lucknow,Tier-2,2025-01-31 07:57:28.442281,79
U00733,Delhi,Tier-1,2025-01-09 07:57:28.442282,72
U00734,Jaipur,Tier-2,2023-10-24 07:57:28.442285,65
U00735,Jaipur,Tier-2,2023-11-20 07:57:28.442287,68
U00736,Lucknow,Tier-2,2024-11-15 07:57:28.442289,72
U00737,Jaipur,Tier-2,2024-02-17 07:57:28.442292,98
U00738,Mumbai,Tier-1,2023-12-25 07:57:28.442294,68
U00739,Delhi,Tier-1,2024-04-19 07:57:28.442296,60
U00740,Mumbai,Tier-1,2024-07-30 07:57:28.442299,59
U00741,Jaipur,Tier-2,2024-05-22 07:57:28.442301,13
U00742,Chennai,Tier-1,2024-01-01 07:57:28.442303,57
U00743,Delhi,Tier-1,2025-02-16 07:57:28.442306,41
U00744,Mumbai,Tier-1,2024-07-21 07:57:28.442308,60
U00745,Lucknow,Tier-2,2023-11-08 07:57:28.442310,61
U00746,Mumbai,Tier-1,2024-02-25 07:57:28.442312,83
U00747,Chennai,Tier-1,2024-04-23 07:57:28.442315,43
U00748,Jaipur,Tier-2,2023-12-01 07:57:28.442317,45
U00749,Delhi,Tier-1,2024-01-22 07:57:28.442320,79
U00750,Lucknow,Tier-2,2024-12-11 07:57:28.442322,52
U00751,Delhi,Tier-1,2024-06-13 07:57:28.442324,25
U00752,Lucknow,Tier-2,2024-04-05 07:57:28.442327,68
U00753,Delhi,Tier-1,2025-03-02 07:57:28.442329,62
U00754,Jaipur,Tier-2,2025-05-04 07:57:28.442331,28
U00755,Lucknow,Tier-2,2024-08-24 07:57:28.442333,98
U00756,Bangalore,Tier-1,2025-04-13 07:57:28.442336,50
U00757,Delhi,Tier-1,2024-03-28 07:57:28.442338,90
U00758,Delhi,Tier-1,2024-09-24 07:57:28.442341,56
U00759,Mumbai,Tier-1,2023-09-15 07:57:28.442343,63
U00760,Lucknow,Tier-2,2024-06-24 07:57:28.442346,64
U00761,Chennai,Tier-1,2023-09-28 07:57:28.442348,28
U00762,Bangalore,Tier-1,2025-01-21 07:57:28.442353,71
U00763,Jaipur,Tier-2,2025-02-21 07:57:28.442355,68
U00764,Mumbai,Tier-1,2025-03-28 07:57:28.442358,74
U00765,Bangalore,Tier-1,2024-02-06 07:57:28.442360,77
U00766,Lucknow,Tier-2,2024-02-12 07:57:28.442362,37
U00767,Bangalore,Tier-1,2025-01-18 07:57:28.442365,27
U00768,Delhi,Tier-1,2024-04-17 07:57:28.442367,35
U00769,Delhi,Tier-1,2023-11-19 07:57:28.442369,28
U00770,Mumbai,Tier-1,2024-03-30 07:57:28.442371,64
U00771,Lucknow,Tier-2,2024-04-24 07:57:28.442374,66
U00772,Lucknow,Tier-2,2025-05-31 07:57:28.442376,15
U00773,Bangalore,Tier-1,2024-07-04 07:57:28.442379,10
U00774,Mumbai,Tier-1,2025-04-02 07:57:28.442381,17
U00775,Lucknow,Tier-2,2023-07-16 07:57:28.442384,60
U00776,Chennai,Tier-1,2023-07-09 07:57:28.442388,94
U00777,Chennai,Tier-1,2024-10-21 07:57:28.442392,97
U00778,Delhi,Tier-1,2024-01-19 07:57:28.442396,34
U00779,Bangalore,Tier-1,2024-12-13 07:57:28.442401,56
U00780,Jaipur,Tier-2,2024-06-06 07:57:28.442405,64
U00781,Delhi,Tier-1,2025-03-10 07:57:28.442409,73
U00782,Mumbai,Tier-1,2023-07-15 07:57:28.442413,92
U00783,Lucknow,Tier-2,2025-04-21 07:57:28.442416,19
U00784,Delhi,Tier-1,2023-11-07 07:57:28.442420,65
U00785,Jaipur,Tier-2,2024-09-12 07:57:28.442425,21
U00786,Jaipur,Tier-2,2025-02-11 07:57:28.442428,42
U00787,Chennai,Tier-1,2025-02-14 07:57:28.442430,80
U00788,Mumbai,Tier-1,2025-01-06 07:57:28.442432,26
U00789,Delhi,Tier-1,2024-07-10 07:57:28.442435,70
U00790,Bangalore,Tier-1,2023-07-25 07:57:28.442437,19
U00791,Delhi,Tier-1,2024-10-15 07:57:28.442439,40
U00792,Chennai,Tier-1,2024-10-02 07:57:28.442442,69
U00793,Jaipur,Tier-2,2023-10-07 07:57:28.442444,79
U00794,Mumbai,Tier-1,2023-10-15 07:57:28.442446,26
U00795,Mumbai,Tier-1,2024-03-30 07:57:28.442449,59
U00796,Bangalore,Tier-1,2024-08-16 07:57:28.442451,46
U00797,Mumbai,Tier-1,2023-10-22 07:57:28.442454,91
U00798,Chennai,Tier-1,2024-10-08 07:57:28.442456,71
U00799,Chennai,Tier-1,2024-02-22 07:57:28.442458,99
U00800,Chennai,Tier-1,2023-10-18 07:57:28.442460,89
U00801,Mumbai,Tier-1,2024-03-21 07:57:28.442463,81
U00802,Mumbai,Tier-1,2023-07-19 07:57:28.442465,97
U00803,Chennai,Tier-1,2024-01-25 07:57:28.442467,86
U00804,Mumbai,Tier-1,2024-12-22 07:57:28.442470,38
U00805,Mumbai,Tier-1,2025-05-27 07:57:28.442472,41
U00806,Jaipur,Tier-2,2023-08-13 07:57:28.442474,97
U00807,Delhi,Tier-1,2023-10-01 07:57:28.442477,89
U00808,Lucknow,Tier-2,2023-07-19 07:57:28.442479,20
U00809,Mumbai,Tier-1,2024-09-03 07:57:28.442481,15
U00810,Lucknow,Tier-2,2023-10-22 07:57:28.442483,44
U00811,Lucknow,Tier-2,2023-10-03 07:57:28.442487,42
U00812,Jaipur,Tier-2,2023-12-16 07:57:28.442491,27
U00813,Mumbai,Tier-1,2024-07-07 07:57:28.442495,46
U00814,Chennai,Tier-1,2024-05-12 07:57:28.442498,22
U00815,Lucknow,Tier-2,2025-04-30 07:57:28.442503,83
U00816,Mumbai,Tier-1,2023-11-19 07:57:28.442507,99
U00817,Bangalore,Tier-1,2025-03-23 07:57:28.442510,90
U00818,Chennai,Tier-1,2024-05-30 07:57:28.442515,73
U00819,Bangalore,Tier-1,2024-06-26 07:57:28.442519,10
U00820,Bangalore,Tier-1,2024-02-03 07:57:28.442521,72
U00821,Lucknow,Tier-2,2024-10-20 07:57:28.442524,98
U00822,Bangalore,Tier-1,2023-08-16 07:57:28.442526,43
U00823,Jaipur,Tier-2,2024-02-25 07:57:28.442529,19
U00824,Jaipur,Tier-2,2025-04-21 07:57:28.442533,93
U00825,Lucknow,Tier-2,2024-09-08 07:57:28.442537,16
U00826,Mumbai,Tier-1,2024-08-25 07:57:28.442541,65
U00827,Delhi,Tier-1,2024-03-12 07:57:28.442545,89
U00828,Mumbai,Tier-1,2024-01-28 07:57:28.442549,46
U00829,Mumbai,Tier-1,2025-04-15 07:57:28.442553,38
